Rv0158	47	1	194	75	48	35	0	156	49	366	110	50	33	3	60	4	0	6	2	11	201	0	2	3
Rv0159c	52	17	49	60	54	44	73	112	111	87	3	211	61	2	100	3	235	13	4	535	488	35	119	1
Rv0160c	0	0	33	0	6	1	0	41	0	1	5	54	1	78	1	1	103	1	1	103	0	11	1	1
Rv0161	0	45	0	22	0	0	6	16	4	2	0	0	0	0	0	0	0	4	96	1	29	1	0	0
Rv0162c	39	31	39	1	64	2	25	2	0	1	0	17	103	0	0	0	0	107	132	0	0	2	39	1
Rv0163	0	0	4	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Rv0164	34	43	66	74	189	87	5	61	17	283	146	60	3	141	2	120	2	181	437	61	3	86	160	167
Rv0165c	72	200	164	201	188	140	96	141	59	148	78	121	170	58	4	4	90	6	154	119	118	63	144	2
Rv0166	277	201	330	480	522	592	155	333	304	1436	539	567	699	25	8	111	30	1192	450	196	472	653	663	6
Rv0167	356	988	1196	906	1268	851	585	693	410	3951	528	1463	518	209	104	21	28	1591	1654	234	340	761	468	162
Rv0168	133	184	320	213	226	109	110	66	161	102	48	122	195	0	2	44	2	613	275	0	1	6	6	0
Rv0169	462	391	750	326	701	724	121	411	292	529	543	526	338	223	10	63	9	1093	424	422	40	406	567	90
Rv0170	342	398	607	752	489	808	709	720	286	993	385	371	473	515	38	164	67	552	611	39	454	358	382	168
Rv0171	1543	950	1816	1210	2317	1525	1297	1231	785	5279	1182	1915	892	475	236	143	68	3716	1815	1327	1381	1691	1296	33
Rv0172	629	607	1104	806	1005	499	442	737	608	3405	562	660	694	262	69	13	214	2161	1663	561	736	774	631	207
Rv0173	243	123	519	683	1282	363	303	518	296	5534	1511	1137	1256	666	236	121	115	4700	2553	1381	697	1187	1169	17
Rv0174	1793	1051	1891	2861	3029	1768	2065	2444	1000	10945	2527	3103	2124	1236	123	459	460	7861	3496	1537	2452	1912	1614	442
Rv0175	396	90	436	619	196	256	162	430	54	3	1	51	11	9	48	0	0	73	0	99	20	6	2	0
Rv0176	6	58	4	71	83	43	105	134	125	293	296	209	268	141	149	90	3	264	225	100	302	301	397	239
Rv0177	198	17	103	390	188	8	15	422	95	4145	964	807	1324	608	349	511	284	2710	2100	1189	499	1519	1078	399
Rv0178	259	37	182	76	305	7	184	258	120	669	268	86	318	501	5	5	6	256	538	187	214	273	284	3
Rv0179c	3	72	67	47	168	3	99	256	89	518	347	215	636	11	186	57	134	533	267	633	469	152	204	27
Rv0180c	3	69	295	226	182	86	59	229	39	182	493	455	365	13	197	126	188	502	142	396	519	122	64	260
Rv0181c	29	16	20	67	9	1	1	101	0	4	367	39	158	16	44	2	77	8	67	211	519	58	67	36
Rv0182c	137	29	384	232	372	6	288	359	376	1460	4078	2605	2545	894	985	620	980	1972	1296	4209	2945	662	994	991
Rv0183	98	0	114	15	32	0	40	69	0	68	14	127	59	0	0	32	0	196	3	2	0	0	1	0
Rv0184	13	1	42	205	43	2	60	244	35	1292	1537	643	634	22	348	221	5	171	50	759	1349	170	28	206
Rv0185	44	0	40	33	17	0	0	0	8	0	118	50	3	0	1	0	0	0	1	0	1	0	0	0
Rv0186	101	116	167	369	46	6	94	631	103	222	2862	1584	1361	7	833	552	78	427	209	2553	1246	65	11	809
Rv0186A	0	0	31	40	0	32	1	69	5	3	1	1	2	0	1	72	1	1	254	28	0	21	0	0
Rv0187	42	34	66	79	13	2	192	81	19	364	360	283	298	81	36	214	222	45	17	225	469	174	126	6
Rv0188	45	32	189	288	80	19	159	237	215	181	493	501	272	525	121	158	315	278	166	435	637	164	8	204
Rv0189c	98	162	152	440	149	21	396	515	81	979	746	741	724	20	82	187	70	333	321	778	963	391	244	252
Rv0190	1	39	34	243	82	1	38	408	117	1	231	86	272	4	27	260	50	2	41	12	363	1	1	11
Rv0191	166	87	122	455	130	2	120	403	77	276	479	469	219	40	332	553	229	60	220	778	558	5	1	587
Rv0192	36	39	134	130	47	3	93	215	9	204	546	324	792	609	233	213	168	253	366	413	606	938	331	448
Rv0193c	76	9	58	55	109	42	0	136	1	311	355	443	236	62	160	7	40	262	7	375	443	217	44	98
Rv0194	66	65	67	28	14	10	0	52	43	2	57	135	181	0	15	18	2	2	7	0	132	78	73	0
Rv0195	163	0	60	248	4	2	167	175	0	10	1570	1418	753	167	1636	1532	1349	78	14	2431	1466	14	55	1778
Rv0196	0	0	1	0	0	1	0	0	0	1	29	116	8	10	5	0	0	0	0	5	1	1	0	0
Rv0197	34	1	0	16	35	39	13	50	0	2	225	57	93	1	224	128	3	7	80	98	1	3	1	253
Rv0198c	242	109	102	118	271	242	179	392	275	2730	1075	1312	702	989	325	228	583	1189	754	766	781	878	401	201
Rv0199	4	25	1	69	60	79	42	16	122	395	837	360	159	1	285	114	154	491	12	974	715	350	359	438
Rv0200	4	31	3	22	74	1	106	86	14	17	72	69	103	161	100	3	77	29	109	37	32	358	59	15
Rv0201c	28	0	2	95	57	0	0	115	37	190	146	467	451	150	467	621	284	433	80	241	340	14	39	101
Rv0202c	331	151	295	791	241	175	234	898	401	1055	1855	2435	2846	810	2170	2838	2348	401	615	1208	2532	968	334	628
Rv0203	186	14	38	2	74	0	16	59	0	175	10	21	6	71	0	0	0	0	52	0	0	0	0	1
Rv0204c	103	50	105	78	189	401	110	84	84	821	249	524	90	439	263	264	5	220	1129	520	289	680	821	163
Rv0205	105	0	159	90	16	106	2	180	57	767	630	592	518	147	357	393	172	247	257	392	835	151	276	426
Rv0206c	979	740	1441	1461	994	341	957	1905	848	6905	11167	8231	8313	1467	3206	2019	2126	6201	4046	16924	12959	3795	3127	5745
Rv0207c	320	163	226	147	231	95	205	398	99	223	742	387	294	52	156	32	24	505	175	438	160	32	159	320
Rv0208c	27	25	127	126	12	8	69	9	24	4	975	729	1008	7	71	10	21	18	295	474	512	6	13	199
Rv0209	21	6	18	10	23	0	8	0	17	27	0	10	25	1	0	0	0	10	0	1	1	0	0	0
Rv0210	0	0	33	8	7	0	0	44	0	1	1	39	0	0	0	0	1	1	91	1	9	0	1	0
Rv0211	1361	481	832	1367	1054	1144	2142	1678	1617	4377	14422	10323	13711	4161	9471	6809	6344	17195	12553	20768	19858	4810	5658	8717
Rv0212c	102	59	81	174	121	64	223	102	286	195	305	309	255	308	10	769	132	305	395	411	344	343	346	1007
Rv0213c	0	150	78	216	253	82	102	112	82	180	490	483	180	163	450	236	365	207	12	487	697	364	231	92
Rv0214	0	47	120	91	35	0	64	53	214	24	254	196	73	319	0	141	179	2	4	5	2	237	57	264
Rv0216	1	20	2	0	26	4	0	23	19	1	76	40	89	0	81	1	1	195	1	114	1	63	57	3
Rv0217c	0	0	1	29	13	0	39	12	15	188	54	49	1	119	0	12	1	1	3	63	2	76	58	0
Rv0218	2	0	1	70	48	29	55	51	62	196	369	186	14	3	3	4	195	172	3	224	12	97	48	76
Rv0219	0	0	0	5	0	0	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rv0220	362	197	291	423	361	130	85	315	37	660	952	764	776	85	121	52	135	442	429	624	623	106	208	8
Rv0221	183	191	219	219	187	79	137	279	91	1044	1413	684	538	19	300	225	6	808	665	1116	524	426	326	225
Rv0222	42	44	91	192	87	107	1	152	14	0	108	33	1	84	0	0	1	2	0	0	0	1	0	0
Rv0223c	173	64	75	46	106	77	96	150	80	517	611	170	129	103	150	50	78	96	224	237	64	159	9	115
Rv0224c	47	0	33	40	1	0	0	14	28	1	1	0	0	0	0	0	1	0	1	5	52	0	0	0
Rv0225	14	2	28	64	10	84	18	40	25	0	1	68	1	1	1	0	0	0	20	0	0	0	0	0
Rv0226c	2	141	4	9	26	4	16	74	54	69	0	43	1	6	63	0	1	0	5	1	1	2	51	0
Rv0227c	308	39	144	191	519	60	239	145	296	7370	2043	1606	1604	483	359	200	472	5870	2386	1825	1021	1858	2142	331
Rv0228	60	33	27	112	107	0	81	194	118	4	2	138	2	0	1	0	80	101	3	32	0	65	1	1
Rv0229c	34	12	49	180	9	149	196	240	180	1	29	37	0	1	0	1	1	2	0	48	344	0	1	0
Rv0230c	59	0	0	50	72	49	51	19	0	5	80	241	180	45	81	1	1	199	153	139	3	48	59	1
Rv0231	12	16	87	1	113	137	89	129	53	259	319	324	263	10	229	74	9	451	425	469	710	180	153	185
Rv0232	127	119	209	307	210	339	80	183	57	365	350	595	322	113	456	82	232	167	417	221	336	161	95	268
Rv0233	141	174	79	292	265	216	279	233	71	327	576	518	203	128	103	168	32	383	88	258	629	359	146	195
Rv0234c	9	54	11	37	41	55	70	144	130	9	343	124	24	56	125	67	211	259	97	73	140	83	71	150
Rv0235c	0	7	2	61	182	1	168	104	41	1230	579	126	187	439	69	178	4	789	481	363	375	447	577	6
Rv0236A	69	6	105	68	75	0	57	81	64	260	44	2	3	2	2	2	1	267	0	9	238	0	66	60
Rv0236c	121	161	352	364	158	21	257	519	92	133	380	365	189	7	95	2	144	209	125	251	513	126	154	61
Rv0237	22	0	55	99	45	0	30	109	49	4	2	118	0	7	4	2	82	1	100	2	50	57	76	22
Rv0238	23	65	182	546	64	93	25	705	52	186	195	106	386	4	60	14	57	18	512	569	250	163	61	375
Rv0239	25	10	5	169	42	69	146	160	44	514	232	124	115	7	6	94	2	331	50	289	33	2	11	124
Rv0240	67	98	0	187	53	1	5	126	36	301	104	155	124	20	98	0	2	317	4	376	397	95	0	145
Rv0241c	34	50	244	353	294	26	73	522	171	1353	557	547	227	475	358	7	3	234	212	510	7	320	170	63
Rv0242c	91	11	186	336	176	68	166	502	228	59	255	433	1024	4	68	6	122	16	49	119	278	14	86	16
Rv0243	294	133	439	699	429	14	568	1172	490	541	606	605	877	228	434	166	239	1010	269	336	397	288	7	52
