Rv0115a	387	1059	53	126	45	6	28	375	62	54	68	20	6	1	261
Rv0116c	3272	4073	2417	1595	1124	876	947	1053	649	401	5027	578	103	14	2545
Rv0117	1797	2652	555	594	346	65	315	666	369	310	1420	188	50	12	765
Rv0118c	3708	4377	916	2456	1645	851	2243	1246	1002	695	3999	1037	181	29	1468
Rv0119	1701	1950	213	211	190	37	198	472	448	340	694	100	42	10	444
Rv0120c	9368	5559	3544	2419	1699	528	876	3795	2581	1245	4531	2305	486	68	2969
Rv0121c	280	1024	112	69	90	84	62	159	107	45	139	0	15	1	147
Rv0122	4709	1441	115	806	1297	178	364	748	414	170	1239	279	37	5	493
Rv0123	584	1239	200	529	220	43	95	229	141	108	299	37	19	3	314
Rv0124	513	689	92	16	27	36	39	67	104	58	144	58	9	1	156
Rv0125	8940	3212	2272	1537	1232	692	1568	1864	2271	1380	5323	687	272	59	2571
Rv0126	17635	8558	2590	1897	1942	497	1725	3784	3592	2501	5990	687	482	75	3513
Rv0127	3347	2575	872	137	167	104	318	726	744	481	1303	5	86	14	1352
Rv0128	2675	3418	128	176	392	45	216	684	526	408	367	35	45	4	575
Rv0129c	22401	7253	4192	296	414	857	9504	2093	11038	6803	12066	912	1281	133	4706
Rv0130	277	907	121	43	0	13	17	37	66	39	57	0	4	0	133
Rv0131c	1921	5203	559	675	416	166	312	656	533	290	1183	215	44	7	1054
Rv0132c	1629	1655	392	321	248	180	301	310	262	149	974	106	48	2	668
Rv0133	1101	1664	903	120	182	127	398	228	356	275	639	111	69	11	1026
Rv0134	4971	5481	6181	309	231	819	2069	808	2636	1579	2889	68	552	50	6921
Rv0135c	3792	2419	1955	110	273	182	847	704	932	544	1644	149	158	11	1942
Rv0136	2325	2900	1214	454	589	203	642	644	483	295	931	138	63	6	1481
Rv0137c	3281	2806	609	429	313	203	578	1263	832	505	1390	204	161	11	808
Rv0138	1164	1059	146	21	13	8	53	342	322	223	417	0	47	3	297
Rv0139	2229	1760	733	136	175	30	113	778	785	690	830	75	145	8	833
Rv0140	963	2916	2663	444	447	664	393	283	239	195	3316	517	46	8	2381
Rv0141c	3165	2264	2002	493	317	456	680	778	695	360	3376	473	120	12	2023
Rv0142	488	715	312	95	8	127	78	259	149	92	285	24	30	1	321
Rv0143c	2182	3331	1507	131	88	205	289	593	847	513	1149	121	131	17	1611
Rv0144	9644	3067	1684	911	1077	219	668	6275	3699	2455	1446	558	707	59	1658
Rv0145	51414	5056	7598	4311	3705	826	5192	33500	14646	12272	21401	14864	2584	592	6200
Rv0146	13471	2862	1319	1642	1153	277	834	3620	877	718	7849	7845	167	35	1308
Rv0147	11399	5776	3672	9234	2631	1333	2882	4092	4312	1958	8275	3489	615	117	4027
Rv0148	7001	2426	1583	2242	1833	423	868	2741	1606	1098	2550	728	205	16	1510
Rv0149	3254	4370	852	1091	1042	250	483	1152	946	529	1147	144	116	18	1304
Rv0150c	435	816	203	90	15	20	46	178	113	63	262	0	16	4	441
Rv0151c	4956	9355	599	764	625	108	341	1488	877	631	1283	188	142	18	1506
Rv0152c	2755	5704	128	168	460	26	110	774	454	362	499	91	51	10	837
Rv0153c	2185	1519	938	288	399	137	376	616	824	562	1835	381	112	19	1105
Rv0154c	3364	2760	994	545	665	259	945	721	1511	872	2288	475	248	21	1069
Rv0155	3861	3069	349	120	307	11	86	436	790	709	1240	119	90	21	674
Rv0156	913	1083	225	40	68	11	44	201	207	167	402	42	46	5	259
Rv0157	11173	5539	2690	243	414	57	371	1403	2492	1849	4691	389	379	55	2318
Rv0157A	2574	671	513	264	131	54	99	1172	363	211	1418	77	31	1	791
Rv0158	3173	2986	637	129	112	70	480	702	1069	1030	1888	340	182	26	880
Rv0159c	2243	6605	308	227	496	50	209	533	808	733	418	162	111	42	984
Rv0160c	442	6131	137	244	452	9	41	236	114	65	290	104	10	1	760
Rv0161	486	1555	195	115	40	11	35	63	93	55	156	9	13	0	341
Rv0162c	649	2065	182	69	9	8	36	195	172	112	337	7	26	2	358
Rv0163	1147	1290	189	43	75	13	53	314	368	238	389	65	50	12	395
Rv0164	96111	2331	670	1338	2154	122	1428	19438	22746	17489	5328	1433	2216	231	1054
Rv0165c	13014	1927	372	197	178	63	115	5189	4721	3098	744	65	586	94	587
Rv0166	223742	7474	4445	4933	6505	224	558	113559	41042	26381	12214	10359	4613	606	4135
Rv0167	13184	3037	1747	375	607	39	125	3607	2859	1624	3626	385	395	40	1596
Rv0168	16188	3443	876	479	501	68	137	3985	3746	2050	10257	388	571	72	1288
Rv0169	50812	7607	3467	2142	1814	163	567	16322	18724	10119	20639	2695	3119	427	4183
Rv0170	75077	8785	3733	2897	2513	298	737	22472	21200	10584	44671	3410	2129	456	4187
Rv0171	41655	6592	5458	1323	828	136	462	15749	10483	6188	16346	1830	1334	128	5213
Rv0172	47483	8838	3943	1083	1846	284	596	13353	15310	8132	28256	2142	2023	234	5477
Rv0173	28183	6575	2904	966	807	178	356	10841	12051	6390	16989	2811	1676	209	3682
Rv0174	113924	14363	12436	3017	3118	445	1823	35498	29942	18469	72056	13375	5422	625	14176
Rv0175	23649	4424	5659	443	343	439	895	6265	6920	3992	8226	954	1026	109	5047
Rv0176	4593	2723	1519	128	98	58	263	969	2697	1852	1034	85	328	69	1522
Rv0177	63823	5156	5502	5926	5320	1568	5468	17325	27185	17211	7848	4708	3016	748	3323
Rv0178	31290	3535	2013	1053	747	243	1175	6809	8906	6004	6458	734	1550	226	2178
Rv0179c	25892	3723	1158	1282	1082	560	2730	1939	3992	2358	4373	424	518	53	1580
Rv0180c	5247	4809	1242	599	477	606	999	1827	1440	955	1042	207	207	17	1439
Rv0181c	6260	2698	1867	1365	702	1671	2267	1384	1512	958	2520	214	289	39	1727
Rv0182c	2189	2546	1229	677	411	1032	1685	434	1228	838	728	100	231	32	1591
Rv0183	1217	1344	526	48	0	25	98	275	306	327	330	104	55	4	650
Rv0184	1498	1291	799	260	216	396	849	292	801	886	235	115	155	18	817
Rv0185	632	736	387	117	28	222	373	173	267	243	164	20	36	4	454
Rv0186	5073	10739	14849	1387	1411	2260	3191	1107	1907	1668	1653	189	279	54	12489
Rv0186A	18130	15290	31011	2367	2543	1453	1944	1962	2218	1551	5441	1018	444	38	33864
Rv0187	2653	2886	1835	686	734	325	660	584	987	698	1768	153	206	24	2099
Rv0188	3626	2633	3263	13842	11230	2885	1921	1866	1016	528	2115	792	172	15	3307
Rv0189c	6577	5199	2754	1479	1037	694	884	1655	1929	1289	3152	276	465	40	2871
Rv0190	8246	7857	6541	10929	4942	3039	6600	1692	4558	3201	3549	953	957	160	10288
Rv0191	4015	2505	963	205	126	188	295	1305	1156	773	470	60	150	20	953
Rv0192	6407	1887	630	126	180	127	422	2039	1055	765	1300	203	189	22	889
Rv0193c	2252	8843	381	627	302	58	266	773	524	409	885	205	69	11	1268
Rv0194	1035	6675	259	196	178	42	106	320	279	187	440	23	63	7	1263
Rv0195	282	1653	27	93	107	5	28	183	83	45	75	6	8	1	183
Rv0196	238	880	69	16	45	19	59	43	98	42	120	11	11	1	237
Rv0197	1962	5295	453	71	67	76	251	386	351	237	931	63	50	8	894
Rv0198c	13744	6068	1320	780	497	202	804	3669	3699	2828	2187	759	416	49	1865
Rv0199	1219	1191	383	60	22	17	138	355	427	330	647	19	95	16	648
Rv0200	1392	2415	700	112	60	31	129	343	440	281	809	80	85	7	935
Rv0201c	866	561	224	155	45	49	108	191	217	145	296	0	36	6	234
Rv0202c	19290	8460	5566	2692	1861	2342	3086	4559	5318	3452	4659	935	990	73	5684
Rv0203	2849	828	319	14	15	27	133	409	710	583	598	53	58	7	345
Rv0204c	4495	3713	1421	299	23	151	505	583	1579	1088	1168	85	230	34	1565
Rv0205	2096	3358	158	188	49	38	203	555	804	588	327	57	98	17	675
Rv0206c	49929	11739	7523	6362	5025	2279	8373	13708	15442	9369	19113	2703	2339	370	8352
Rv0207c	5580	1885	1469	1294	474	217	982	1329	2303	1256	1593	198	278	29	1775
Rv0208c	15524	3331	1102	5475	4470	440	1506	4474	3946	2039	2023	687	457	42	1154
Rv0209	1003	1603	231	28	7	82	138	111	209	144	343	0	38	1	429
Rv0210	2374	3025	517	141	9	50	211	505	548	337	1300	12	66	7	874
Rv0211	34459	20730	26494	87028	55325	14510	26601	9986	8700	4540	53820	32135	1460	146	26880
Rv0212c	1723	2811	412	565	483	146	336	465	306	220	741	129	41	6	678
Rv0213c	5286	3845	315	816	1882	109	490	2964	1122	722	1154	389	124	17	851
Rv0214	1143	4427	276	334	452	57	165	565	313	213	851	104	61	8	850
Rv0216	976	3077	376	229	79	61	121	396	361	265	494	0	47	6	792
Rv0217c	1360	2326	211	48	18	24	104	325	392	232	385	33	37	4	487
Rv0218	2042	4515	172	303	258	47	128	876	493	362	508	146	77	4	784
Rv0219	109	766	32	1	14	3	14	17	32	20	6	3	3	0	110
Rv0220	17604	3844	3633	407	581	180	1043	3733	4769	3393	7541	796	1007	103	3843
Rv0221	4648	3493	893	359	351	79	487	1237	1987	1357	1887	300	425	73	1106
Rv0222	2791	2796	1481	136	199	58	277	969	847	567	1742	161	190	23	1807
Rv0223c	2785	4577	508	442	390	118	283	1085	918	694	939	392	97	14	1058
Rv0224c	1282	961	63	56	123	25	77	375	267	170	257	80	35	4	208
Rv0225	1486	1854	504	95	141	7	84	372	557	452	457	53	98	4	779
Rv0226c	1188	2121	291	23	2	2	27	166	546	400	428	45	74	7	584
Rv0227c	10984	3072	363	40	97	42	230	1537	4706	3487	1504	263	441	46	684
Rv0228	2003	3334	771	515	125	36	184	384	654	470	894	140	102	12	1101
Rv0229c	5314	2284	1187	155	183	77	177	1531	1009	751	824	274	302	23	1251
Rv0230c	1513	2760	366	268	264	104	143	551	557	406	598	113	55	7	727
Rv0231	12513	9006	394	634	507	32	271	3691	2242	1346	2521	479	223	17	1121
Rv0232	15195	2335	580	549	884	212	193	7154	3065	1928	1665	969	472	91	606
Rv0233	9109	2860	953	2121	1559	178	186	5630	1917	1291	1647	883	329	45	1135
Rv0234c	1229	2878	565	60	116	134	196	378	464	332	523	89	64	12	845
Rv0235c	3237	6299	545	617	365	60	148	1376	1044	810	986	353	215	18	1216
Rv0236A	1472	406	131	12	0	2	64	140	361	312	205	0	43	8	240
Rv0236c	7520	4450	2655	156	119	99	569	1531	2216	1620	2062	245	380	43	2839
Rv0237	1238	1361	270	83	15	8	49	222	567	494	291	0	57	12	489
Rv0238	6360	3404	2680	1056	784	265	569	2328	2008	1551	2457	949	380	48	2335
Rv0239	5626	812	658	834	996	83	396	1561	1418	1382	485	597	469	56	690
Rv0240	777	1060	137	33	102	18	63	287	184	176	123	8	28	8	219
Rv0241c	4929	3065	2909	206	473	560	1273	822	1448	1216	1496	339	389	34	3171
Rv0242c	2725	3639	3326	155	214	250	1423	537	1346	1082	2238	352	327	35	3536
Rv0243	9251	7356	11189	1098	661	1402	5498	1892	5052	3843	5099	1575	1887	251	10563
Rv0244c	4362	7363	3134	2559	1551	449	3835	1540	929	968	14858	12943	163	16	3475
Rv0245	8448	3239	2049	946	926	360	1139	2453	1224	678	3756	554	190	18	2661
Rv0246	3612	6662	476	130	262	71	331	1006	1374	1304	704	56	215	30	1249
Rv0247c	31700	4951	1193	423	784	161	1478	6052	6612	5576	7585	2116	1231	155	1313
Rv0248c	64341	10145	5479	950	984	369	3059	10758	13333	9527	26735	3021	2659	329	8140
Rv0249c	19882	7596	774	446	752	121	887	3350	4959	3760	2833	999	658	127	1726
Rv0250c	45803	1968	843	3239	4493	360	345	36062	6240	3557	1403	3054	735	66	711
Rv0251c	6032	2100	2088	4332	6096	3169	1505	2299	2160	804	1767	542	289	29	1779
Rv0252	4341	7026	764	474	830	76	434	1746	1152	743	1652	629	169	27	1383
Rv0253	387	910	61	48	146	2	24	214	83	70	259	93	12	0	137
Rv0254c	836	1047	43	110	268	18	26	361	136	123	123	89	16	2	188
Rv0255c	1279	2160	331	138	214	29	145	420	353	199	726	98	43	3	568
Rv0256c	20466	6472	2167	818	668	734	1995	3814	4640	2683	4373	901	392	82	2493
Rv0257	2766	1507	485	974	785	173	225	942	867	535	1035	171	119	23	693
Rv0258c	284	1061	198	150	73	75	97	107	98	46	257	0	17	1	398
Rv0259c	329	2558	89	61	114	8	47	189	148	133	274	32	19	8	291
Rv0260c	141	2268	26	0	29	4	10	38	24	13	170	0	2	0	264
Rv0261c	9589	6374	148	209	384	17	92	2501	671	378	341	562	13	9	772
Rv0262c	6933	1515	810	815	549	341	642	2861	1212	760	3140	412	143	14	1126
Rv0263c	756	1210	420	380	114	48	77	770	238	201	312	122	40	5	609
Rv0264c	491	631	243	125	101	19	46	238	151	111	137	159	20	3	267
Rv0265c	5941	3037	2088	153	90	156	322	752	896	528	3840	402	153	19	2312
Rv0266c	3290	5369	638	334	147	159	342	793	864	541	1543	246	88	11	1252
Rv0267	7554	3564	488	247	249	169	602	3006	3394	2319	1391	333	413	62	859
Rv0268c	25237	3663	2909	1657	1259	348	1020	8452	5465	3693	2692	1012	554	85	3422
Rv0269c	2906	2754	1012	318	163	110	247	314	653	403	1531	70	121	9	1340
Rv0270	31040	11536	15283	3524	2185	2191	2753	8665	7477	3940	22296	1910	1970	186	14416
Rv0271c	9477	6767	3943	1324	741	947	1297	3136	2877	1582	5699	905	474	44	4445
Rv0272c	5819	4498	1320	371	374	435	763	1285	1190	569	3422	469	194	24	2033
Rv0273c	3078	2070	565	306	239	223	270	986	513	324	1816	645	93	9	851
Rv0274	3603	3351	3098	368	212	411	662	819	767	414	4037	284	157	8	3145
Rv0275c	5005	1678	2088	252	384	4380	1571	420	1303	487	1079	120	234	21	2680
Rv0276	23288	9615	15258	4194	1149	8989	9033	2802	8134	3158	26217	1348	1221	100	17123
Rv0277c	2223	1806	444	176	113	132	332	555	662	467	861	294	79	4	551
Rv0278c	462	1415	224	35	18	46	71	103	107	69	181	17	24	3	510
Rv0279c	1029	1299	661	28	11	141	420	98	668	449	349	19	128	6	819
Rv0280	2080	4008	2781	344	152	300	571	320	1294	1602	394	117	270	48	2671
Rv0281	16705	3083	1447	919	807	444	2316	1847	4552	2915	4939	254	539	128	1520
Rv0282	99609	33123	58954	56427	29254	18473	56646	13711	22083	17256	95742	30898	4256	1066	74301
Rv0283	8423	13692	32180	3334	1940	4520	7036	1422	2856	2105	8786	1658	453	71	25508
Rv0284	82401	30713	48457	20019	14734	9971	23774	11488	13042	10591	32118	6766	2333	418	43848
Rv0285	1332	1439	2239	523	233	506	1028	140	335	239	1143	24	52	13	2728
Rv0286	86914	13484	17937	24966	17742	9549	20328	7547	18783	13141	38622	4724	2546	723	15578
Rv0287	10720	5231	6780	5087	2339	1751	4240	1096	3572	2356	7014	459	390	62	6777
Rv0288	12913	2868	3210	7218	3084	1682	4594	1742	5189	3016	6645	965	614	132	3431
Rv0289	38067	6009	8834	12735	4744	8434	15175	5193	13591	6601	21390	1524	1422	462	7737
Rv0290	3565	5382	4753	891	510	2007	2621	516	1377	763	2427	251	170	33	5160
Rv0291	6121	2892	3550	1982	1092	2132	4022	652	1405	838	5082	220	232	49	3411
Rv0292	3138	2222	1664	979	619	1007	1587	465	865	610	1698	50	153	22	1889
Rv0293c	4131	3198	2265	623	726	1325	1057	701	702	367	2056	156	100	17	4160
Rv0294	1167	1973	86	18	93	13	43	208	258	214	235	45	31	7	288
Rv0295c	1417	1100	243	10	77	10	38	307	358	251	564	90	49	3	442
Rv0296c	1801	5365	367	86	145	23	61	639	592	476	325	170	54	4	767
Rv0297	5465	1981	2735	175	192	391	752	1245	2398	816	2865	319	269	24	2578
Rv0298	43305	2037	4777	1422	1958	94	756	10649	6231	6304	1387	3514	1260	155	5303
Rv0299	1769	2036	2077	71	57	57	186	421	633	543	692	180	195	17	2698
Rv0300	2153	541	545	309	376	59	179	1108	457	417	991	453	104	24	753
Rv0301	5833	2378	831	445	372	125	533	1243	1573	1327	1483	329	279	70	1150
Rv0302	7090	1290	292	314	62	32	101	1010	653	670	617	54	106	26	480
Rv0303	1885	2117	357	45	79	43	124	271	545	503	466	75	79	14	547
Rv0304c	7699	47664	1072	1919	1866	154	526	3006	2482	1454	2689	229	320	59	7294
Rv0305c	5454	16425	1339	1204	647	295	694	1644	1463	678	2354	721	172	15	3478
Rv0306	248	1206	100	74	7	31	74	98	88	27	225	7	15	2	235
Rv0307c	698	957	410	412	356	288	371	331	271	132	355	76	36	9	818
Rv0308	3009	4605	947	454	373	71	270	1049	573	344	1944	460	73	11	1380
Rv0309	16539	3230	1575	1667	1683	208	920	2930	2905	1987	3746	1024	308	28	2027
Rv0310c	730	1448	68	139	296	14	31	174	142	95	143	0	8	1	214
Rv0311	2648	4550	2051	1534	429	756	709	356	352	116	3338	275	102	8	2625
Rv0312	17214	5523	1306	604	566	157	465	2519	2620	1504	4422	505	275	27	1594
Rv0313	10410	2383	2874	2000	535	2363	2760	990	1945	1038	4708	410	350	21	4103
Rv0314c	4987	2551	2509	348	260	352	634	1271	2112	1451	1543	465	310	28	2986
Rv0315	8941	1658	356	35	31	20	104	1073	1610	1567	1490	78	120	14	500
Rv0316	1230	659	152	35	52	3	31	148	291	276	170	8	35	6	202
Rv0317c	3993	2315	1272	140	101	46	246	1052	970	651	1596	110	216	13	1728
Rv0318c	1533	2977	109	207	115	7	55	375	344	292	171	17	49	10	464
Rv0319	354	1075	124	1	32	2	16	128	81	61	165	15	19	4	220
Rv0320	1208	2667	284	183	140	8	26	320	206	227	158	61	23	4	506
Rv0321	1058	1456	71	19	13	20	36	429	209	137	282	75	24	2	263
Rv0322	748	2914	64	161	110	4	18	277	125	92	195	63	16	2	444
Rv0323c	371	1384	128	4	44	14	46	110	122	89	141	4	19	1	235
Rv0324	814	1862	678	229	194	48	98	288	139	74	212	52	24	4	994
Rv0325	60	328	7	0	28	3	5	0	9	5	0	0	1	0	98
Rv0326	267	1099	120	191	144	28	49	146	49	25	162	37	7	2	295
Rv0327c	765	5031	197	1288	914	261	377	452	169	102	447	101	30	6	715
Rv0328	629	1105	461	11	72	195	210	107	119	46	514	70	19	2	585
