"Gene_ID"	"SRR8368679"	"SRR8368680"	"SRR8368681"	"SRR8368682"	"SRR8368683"	"SRR8368684"
"Rv0001"	1006	921	1069	847	749	232
"Rv0002"	723	801	804	726	762	274
"Rv0003"	271	357	361	243	277	135
"Rv0004"	145	182	201	141	145	88
"Rv0005"	1960	2464	2619	2173	2218	1428
"Rv0006"	2699	3238	3156	2524	2695	1619
"Rv0007"	694	770	779	630	687	402
"Rv0008c"	103	80	88	97	102	54
"Rv0009"	906	998	1031	902	864	414
"Rv0010c"	285	227	268	273	250	116
"Rv0011c"	203	152	169	200	151	62
"Rv0012"	208	252	241	236	232	176
"Rv0013"	219	215	238	221	193	109
"Rv0014c"	353	444	401	344	340	266
"Rv0015c"	402	391	471	379	394	281
"Rv0016c"	367	438	469	412	399	308
"Rv0017c"	259	266	306	306	307	226
"Rv0018c"	472	660	660	533	578	365
"Rv0019c"	356	341	388	316	295	181
"Rv0020c"	1765	1761	1858	1679	1712	879
"Rv0021c"	230	210	233	212	196	143
"Rv0022c"	6	8	6	10	8	48
"Rv0023"	43	57	64	52	50	94
"Rv0024"	74	79	92	71	82	89
"Rv0025"	101	117	105	90	83	89
"Rv0026"	216	259	250	215	208	175
"Rv0027"	42	49	27	32	36	33
"Rv0028"	99	104	127	100	98	63
"Rv0029"	260	287	293	285	293	183
"Rv0030"	112	116	132	127	95	48
"Rv0032"	495	472	516	629	458	399
"Rv0033"	18	14	11	12	10	18
"Rv0034"	36	23	22	35	29	29
"Rv0035"	286	251	253	325	235	232
"Rv0036c"	337	367	355	305	355	206
"Rv0037c"	314	302	351	328	329	189
"Rv0038"	267	344	409	338	367	233
"Rv0039c"	231	225	251	247	295	154
"Rv0040c"	859	889	1002	1259	1075	667
"Rv0041"	588	745	779	608	622	515
"Rv0042c"	140	111	151	141	113	101
"Rv0043c"	130	131	139	124	103	109
"Rv0044c"	109	85	107	127	95	94
"Rv0045c"	240	218	275	214	243	132
"Rv0046c"	3940	3315	4009	3859	3630	914
"Rv0047c"	212	234	237	192	278	104
"Rv0048c"	264	267	271	260	260	152
"Rv0049"	320	432	436	343	378	171
"Rv0050"	910	1185	1200	894	1125	678
"Rv0051"	195	269	257	228	258	214
"Rv0052"	73	51	61	53	68	70
"Rv0053"	316	330	383	262	237	137
"Rv0054"	278	354	348	282	286	177
"Rv0055"	134	166	200	131	130	134
"Rv0056"	325	444	472	323	343	249
"Rv0057"	90	123	100	91	74	107
"Rv0058"	1349	2239	2439	1425	2038	1180
"Rv0059"	216	243	277	175	232	156
"Rv0060"	402	485	484	453	408	303
"Rv0061c"	457	331	417	495	407	149
"Rv0062"	265	229	210	208	173	151
"Rv0063"	206	266	273	261	223	245
"Rv0063a"	11	16	19	19	20	22
"Rv0064"	354	416	464	430	508	440
"Rv0064A"	22	22	26	17	24	20
"Rv0065"	42	43	56	54	53	38
"Rv0066c"	576	672	674	688	613	577
"Rv0067c"	37	46	33	34	35	44
"Rv0068"	75	79	75	74	67	88
"Rv0069c"	185	213	214	146	219	199
"Rv0070c"	134	138	139	107	153	152
"Rv0071"	92	99	115	87	83	61
"Rv0072"	517	601	634	545	600	281
"Rv0073"	570	794	758	584	630	385
"Rv0074"	365	440	433	352	407	295
"Rv0075"	263	277	308	288	317	224
"Rv0076c"	105	87	103	122	92	55
"Rv0077c"	46	50	44	40	41	73
"Rv0078"	52	57	82	55	52	60
"Rv0078A"	153	229	214	207	225	149
"Rv0078B"	129	244	206	137	92	86
"Rv0079"	22	182	230	23	140	232
"Rv0080"	8	16	17	15	19	61
"Rv0081"	5	6	3	9	7	24
"Rv0082"	6	11	13	7	4	18
"Rv0083"	23	57	46	22	33	121
"Rv0084"	75	87	85	90	97	104
"Rv0085"	13	16	22	19	26	36
"Rv0086"	92	107	125	90	91	144
"Rv0087"	36	40	50	36	52	137
"Rv0088"	160	260	289	235	282	272
"Rv0089"	51	73	81	69	60	98
"Rv0090"	31	30	23	30	34	60
"Rv0091"	85	72	87	76	50	77
"Rv0092"	300	411	413	297	406	326
"Rv0093c"	81	93	77	61	66	67
"Rv0094c"	1	0	0	0	1	6
"Rv0095c"	14	24	22	12	17	37
"Rv0096"	25	25	22	30	15	70
"Rv0097"	70	60	59	43	37	51
"Rv0098"	26	23	35	13	15	35
"Rv0099"	112	115	120	87	90	137
"Rv0100"	8	5	7	10	8	14
"Rv0101"	495	494	589	497	390	722
"Rv0102"	314	369	376	383	354	359
"Rv0103c"	615	673	731	577	650	465
"Rv0104"	269	358	383	264	309	156
"Rv0105c"	5	10	9	7	16	21
"Rv0106"	111	83	108	88	104	102
"Rv0107c"	1713	2117	2138	1463	1730	1003
"Rv0108c"	1710	1969	2132	1838	1779	449
"Rv0109"	94	109	127	96	119	135
"Rv0110"	121	150	168	124	119	116
"Rv0111"	382	422	476	409	434	347
"Rv0112"	338	347	405	338	344	169
"Rv0113"	233	190	217	243	201	76
"Rv0114"	86	101	112	91	96	61
"Rv0115"	86	128	124	116	147	150
"Rv0115a"	70	69	81	63	55	20
"Rv0116c"	218	238	307	258	280	135
"Rv0117"	130	142	150	112	129	135
"Rv0118c"	268	400	383	181	254	464
"Rv0119"	224	286	339	163	200	285
"Rv0120c"	734	1001	1082	699	997	661
"Rv0121c"	7	18	12	14	16	55
"Rv0122"	22	29	24	6	21	38
"Rv0123"	49	45	62	46	52	65
"Rv0124"	34	33	45	31	49	63
"Rv0125"	437	461	474	386	482	428
"Rv0126"	246	265	288	212	262	263
"Rv0127"	320	336	411	288	320	319
"Rv0128"	213	230	236	257	203	136
"Rv0129c"	1720	2343	2377	2351	2161	1430
"Rv0130"	48	61	65	48	48	56
"Rv0131c"	124	175	158	121	142	191
"Rv0132c"	91	71	76	65	94	88
"Rv0133"	182	185	188	179	211	130
"Rv0134"	328	393	404	400	477	203
"Rv0135c"	221	280	257	239	223	133
"Rv0136"	165	181	193	208	218	152
"Rv0137c"	150	127	172	162	146	76
"Rv0138"	79	77	82	60	55	66
"Rv0139"	231	259	273	193	222	203
"Rv0140"	95	139	144	109	106	77
"Rv0141c"	272	340	365	283	255	120
"Rv0142"	240	215	271	219	244	120
"Rv0143c"	355	413	473	358	397	236
"Rv0144"	1579	1743	1901	1355	1381	544
"Rv0145"	3038	2802	3143	2777	2727	772
"Rv0146"	256	288	290	264	250	173
"Rv0147"	805	977	1060	868	1003	540
"Rv0148"	529	769	856	652	733	386
"Rv0149"	332	479	528	403	498	261
"Rv0150c"	29	29	34	32	20	24
"Rv0151c"	127	130	138	122	110	120
"Rv0152c"	90	78	110	104	83	125
"Rv0153c"	155	230	275	170	238	138
"Rv0154c"	216	223	263	166	198	212
"Rv0155"	190	231	207	208	178	147
"Rv0156"	61	77	60	65	70	62
"Rv0157"	539	666	687	551	594	484
"Rv0157A"	74	80	103	95	49	16
"Rv0158"	80	53	83	58	49	88
"Rv0159c"	135	137	158	153	130	137
"Rv0160c"	27	31	43	21	33	102
"Rv0161"	71	104	87	73	59	126
"Rv0162c"	77	73	81	73	68	99
"Rv0163"	55	56	63	53	50	55
"Rv0164"	607	629	629	571	481	321
"Rv0165c"	673	679	809	680	659	169
"Rv0166"	4825	5574	6166	4820	4662	1422
"Rv0167"	2753	2946	3337	2839	2741	1077
"Rv0168"	1019	1206	1373	984	1220	487
"Rv0169"	1727	2596	2935	1936	1986	972
"Rv0170"	2061	2569	2920	1985	2269	1074
"Rv0171"	2810	3411	3671	2701	2870	1091
"Rv0172"	2057	2294	2500	2010	2013	815
"Rv0173"	1250	1259	1319	1212	1111	588
"Rv0174"	3342	3893	4128	3153	3493	1632
"Rv0175"	1277	1359	1351	1022	1203	778
"Rv0176"	469	581	629	433	530	262
"Rv0177"	375	394	447	330	309	223
"Rv0178"	511	588	558	471	459	331
"Rv0179c"	404	480	549	633	515	322
"Rv0180c"	362	376	343	384	363	282
"Rv0181c"	58	90	95	58	79	87
"Rv0182c"	176	167	197	178	202	126
"Rv0183"	229	211	216	197	170	158
"Rv0184"	176	215	219	206	199	154
"Rv0185"	114	124	124	115	122	102
"Rv0186"	563	670	662	519	653	515
"Rv0186A"	130	145	149	130	143	56
"Rv0187"	101	129	130	122	106	98
"Rv0188"	367	655	645	326	608	174
"Rv0189c"	482	544	639	500	621	408
"Rv0190"	184	195	184	161	201	80
"Rv0191"	161	159	159	174	183	131
"Rv0192"	354	383	467	373	363	227
"Rv0193c"	117	106	114	108	119	134
"Rv0194"	109	96	94	89	93	288
"Rv0195"	17	17	22	20	17	56
"Rv0196"	22	32	26	26	16	71
"Rv0197"	142	145	140	143	128	249
"Rv0198c"	597	633	641	537	510	477
"Rv0199"	80	99	94	105	85	129
"Rv0200"	142	217	185	137	149	126
"Rv0201c"	139	143	143	99	147	111
"Rv0202c"	1150	1286	1294	1265	1414	803
"Rv0203"	210	224	191	221	148	88
"Rv0204c"	345	348	343	380	355	225
"Rv0205"	189	200	192	177	194	147
"Rv0206c"	2749	3059	3430	2957	3027	1481
"Rv0207c"	767	740	848	931	830	321
"Rv0208c"	301	275	351	369	349	174
"Rv0209"	69	80	75	73	69	86
"Rv0210"	120	131	167	93	106	153
"Rv0211"	703	881	928	649	715	468
"Rv0212c"	71	68	66	84	77	86
"Rv0213c"	144	166	148	147	127	141
"Rv0214"	117	120	99	96	106	138
"Rv0216"	134	137	159	133	147	120
"Rv0217c"	59	48	90	62	58	77
"Rv0218"	74	63	92	72	70	87
"Rv0219"	15	14	11	11	8	47
"Rv0220"	1124	1380	1492	1114	1112	763
"Rv0221"	255	342	308	248	281	226
"Rv0222"	188	234	244	193	207	162
"Rv0223c"	177	246	260	174	229	187
"Rv0224c"	104	93	74	87	86	75
"Rv0225"	315	365	358	268	340	187
"Rv0226c"	200	176	180	165	182	211
"Rv0227c"	686	629	746	610	589	338
"Rv0228"	146	129	148	143	137	181
"Rv0229c"	151	230	253	157	180	95
"Rv0230c"	350	547	536	325	310	157
"Rv0231"	347	349	332	326	279	248
"Rv0232"	120	99	126	110	142	81
"Rv0233"	225	242	223	201	217	163
"Rv0234c"	191	177	187	177	155	197
"Rv0235c"	124	119	113	140	114	161
"Rv0236A"	131	174	159	119	108	71
"Rv0236c"	750	725	822	645	706	603
"Rv0237"	306	313	318	284	291	271
"Rv0238"	214	269	253	189	234	108
"Rv0239"	223	224	214	195	169	99
"Rv0240"	48	44	50	42	37	51
"Rv0241c"	165	173	224	128	180	144
"Rv0242c"	896	852	931	740	857	417
"Rv0243"	1742	1814	2101	1623	1757	747
"Rv0244c"	211	226	223	152	200	338
"Rv0245"	137	135	125	141	135	76
"Rv0246"	157	174	181	161	138	145
"Rv0247c"	374	418	378	337	370	371
"Rv0248c"	1232	1386	1318	1181	1207	887
"Rv0249c"	383	353	345	312	314	258
"Rv0250c"	238	345	328	323	286	252
"Rv0251c"	213	212	222	186	216	150
"Rv0252"	164	219	236	160	182	226
"Rv0253"	18	14	21	16	14	18
"Rv0254c"	37	49	47	51	55	50
"Rv0255c"	144	202	224	167	214	122
"Rv0256c"	425	490	519	393	469	185
"Rv0257"	294	327	367	295	296	206
"Rv0258c"	45	64	66	67	68	55
"Rv0259c"	15	19	18	11	21	58
"Rv0260c"	5	8	10	9	7	92
"Rv0261c"	18	21	9	14	15	101
"Rv0262c"	138	170	166	147	137	136
"Rv0263c"	184	190	190	162	183	212
"Rv0264c"	114	102	140	99	106	93
"Rv0265c"	129	165	194	147	171	180
"Rv0266c"	223	308	313	225	233	348
"Rv0267"	353	300	311	276	251	178
"Rv0268c"	569	469	564	568	373	130
"Rv0269c"	161	174	182	173	149	120
"Rv0270"	1135	1358	1522	1119	1341	803
"Rv0271c"	959	879	861	882	840	491
"Rv0272c"	206	202	238	185	194	194
"Rv0273c"	88	101	120	83	91	92
"Rv0274"	138	144	141	126	138	116
"Rv0275c"	244	256	306	199	245	136
"Rv0276"	1294	1399	1633	1237	1515	591
"Rv0277c"	232	206	233	249	238	88
"Rv0278c"	107	125	152	130	153	243
"Rv0279c"	175	228	253	137	195	193
"Rv0280"	230	302	325	188	265	142
"Rv0281"	431	488	529	464	471	212
"Rv0282"	1832	2645	2469	1666	1940	883
"Rv0283"	835	1171	1148	819	1037	483
"Rv0284"	1769	2141	2273	1769	1925	1199
"Rv0285"	150	152	175	146	152	73
"Rv0286"	1259	1437	1470	1171	1224	635
"Rv0287"	668	726	782	650	644	422
"Rv0288"	850	1027	1041	841	802	455
"Rv0289"	1801	1748	1806	1619	1810	818
"Rv0290"	1642	1369	1580	1566	1611	657
"Rv0291"	996	999	986	817	853	441
"Rv0292"	370	376	390	300	308	236
"Rv0293c"	252	269	303	212	258	209
"Rv0294"	51	60	59	47	59	64
"Rv0295c"	215	271	285	219	245	180
"Rv0296c"	179	188	173	159	140	181
"Rv0297"	1037	1169	1502	905	1271	384
"Rv0298"	239	257	339	206	216	162
"Rv0299"	157	180	212	163	158	168
"Rv0300"	152	206	230	148	172	55
"Rv0301"	174	177	170	129	141	94
"Rv0302"	145	155	117	119	120	100
"Rv0303"	68	69	67	58	59	80
"Rv0304c"	265	216	261	273	185	473
"Rv0305c"	364	404	446	399	390	290
"Rv0306"	36	65	55	56	43	79
"Rv0307c"	71	77	96	80	89	65
"Rv0308"	345	358	371	391	349	189
"Rv0309"	758	848	925	1022	898	441
"Rv0310c"	118	111	100	130	115	61
"Rv0311"	59	55	67	62	69	97
"Rv0312"	583	662	721	731	660	493
"Rv0313"	503	693	650	517	467	179
"Rv0314c"	432	483	510	462	381	228
"Rv0315"	953	991	1106	817	857	378
"Rv0316"	172	203	225	149	138	79
"Rv0317c"	215	277	296	219	258	182
"Rv0318c"	77	84	74	68	78	53
"Rv0319"	52	45	49	49	49	63
"Rv0320"	80	48	55	53	45	44
"Rv0321"	50	55	83	66	63	71
"Rv0322"	51	42	51	53	38	100
"Rv0323c"	46	47	58	45	58	62
"Rv0324"	24	26	22	19	17	45
"Rv0325"	16	11	9	18	12	14
"Rv0326"	13	7	13	12	6	16
"Rv0327c"	21	31	37	28	37	88
"Rv0328"	49	52	70	57	64	52
"Rv0329c"	31	27	15	23	28	38
"Rv0330c"	42	33	47	27	23	61
"Rv0331"	64	71	77	52	62	104
"Rv0332"	169	229	215	151	165	118
"Rv0333"	80	104	116	72	79	70
"Rv0334"	129	137	154	92	143	131
"Rv0335c"	77	94	88	68	95	72
"Rv0336"	31	28	28	22	25	19
"Rv0337c"	349	489	489	419	483	282
"Rv0338c"	1238	1541	1614	1223	1455	992
"Rv0339c"	144	191	194	171	181	252
"Rv0340"	88	107	109	96	114	49
"Rv0341"	3583	2947	5030	6235	9066	1266
"Rv0342"	807	784	1050	1159	1764	611
"Rv0343"	410	508	591	451	608	345
"Rv0344c"	56	85	76	56	71	59
"Rv0345"	124	116	106	108	107	61
"Rv0346c"	1057	1107	1218	957	942	507
"Rv0347"	121	102	109	99	83	102
"Rv0348"	94	61	91	82	84	72
"Rv0349"	78	94	102	62	80	89
"Rv0350"	2509	2978	2695	2236	2331	1648
"Rv0351"	863	997	822	683	674	495
"Rv0352"	870	1085	1022	853	849	670
"Rv0353"	303	337	382	306	264	137
"Rv0354c"	148	143	157	151	134	80
"Rv0355c"	622	637	720	658	591	984
"Rv0356c"	209	219	209	202	182	97
"Rv0357c"	197	202	218	168	166	133
"Rv0358"	27	29	28	22	30	34
"Rv0359"	92	89	83	83	72	73
"Rv0360c"	47	50	45	35	33	36
"Rv0361"	175	153	206	157	166	142
"Rv0362"	107	121	117	99	102	136
"Rv0363c"	438	573	623	480	526	362
"Rv0364"	328	290	282	300	268	150
"Rv0365c"	58	89	102	84	82	133
"Rv0366c"	14	17	16	17	17	42
"Rv0367c"	47	45	59	53	63	44
"Rv0368c"	25	23	15	14	27	88
"Rv0369c"	15	26	24	18	19	50
"Rv0370c"	26	27	21	17	23	54
"Rv0371c"	6	14	11	10	7	29
"Rv0372c"	15	20	16	16	12	51
"Rv0373c"	77	123	122	61	86	223
"Rv0374c"	6	12	9	1	12	28
"Rv0375c"	16	20	11	29	19	43
"Rv0376c"	39	55	70	40	71	100
"Rv0377"	66	87	87	70	87	100
"Rv0378"	5	11	4	2	3	11
"Rv0379"	353	368	369	262	303	133
"Rv0380c"	168	189	217	153	154	126
"Rv0381c"	213	223	228	220	232	169
"Rv0382c"	152	209	176	177	184	145
"Rv0383c"	743	874	1051	831	1054	590
"Rv0384c"	625	829	911	689	823	628
"Rv0385"	99	97	96	84	89	100
"Rv0386"	220	250	279	266	223	264
"Rv0389"	125	156	147	122	133	115
"Rv0390"	76	90	68	68	52	49
"Rv0391"	194	242	255	217	219	141
"Rv0392c"	199	238	241	191	191	179
"Rv0393"	94	92	114	73	105	103
"Rv0394c"	92	86	75	74	60	79
"Rv0395"	4	3	3	2	2	23
"Rv0396"	10	14	13	13	7	16
"Rv0397"	21	30	39	52	43	21
"Rv0397A"	146	168	184	130	145	115
"Rv0398c"	93	119	124	94	126	73
"Rv0399c"	39	69	65	46	41	105
"Rv0400c"	138	202	205	172	195	198
"Rv0401"	35	42	47	46	50	42
"Rv0402c"	331	361	386	355	372	312
"Rv0403c"	62	66	57	99	77	35
"Rv0404"	319	346	357	256	243	203
"Rv0405"	453	544	523	504	425	394
"Rv0406c"	72	79	73	60	59	75
"Rv0407"	154	170	177	132	183	166
"Rv0408"	265	320	360	216	301	306
"Rv0409"	158	200	238	160	165	181
"Rv0410c"	534	719	828	587	786	443
"Rv0411c"	221	271	277	210	303	204
"Rv0412c"	417	431	485	467	502	193
"Rv0413"	91	99	118	115	112	84
"Rv0414c"	34	49	46	45	51	67
"Rv0415"	162	192	214	153	189	122
"Rv0416"	4	8	10	5	0	7
"Rv0417"	73	82	113	70	87	115
"Rv0418"	511	547	579	437	473	460
"Rv0419"	649	765	823	639	854	413
"Rv0420c"	93	95	117	94	99	64
"Rv0421c"	108	95	107	106	109	103
"Rv0422c"	133	152	161	118	199	172
"Rv0423c"	801	1113	1024	791	870	646
"Rv0424c"	138	135	156	153	129	86
"Rv0425c"	1907	2466	2464	1974	2291	1526
"Rv0426c"	468	636	605	539	488	268
"Rv0427c"	150	156	191	151	143	140
"Rv0428c"	53	50	68	65	65	93
"Rv0429c"	108	111	126	138	91	83
"Rv0430"	372	416	445	407	338	235
"Rv0431"	157	164	173	161	160	137
"Rv0432"	332	326	341	303	271	167
"Rv0433"	448	561	599	405	486	369
"Rv0434"	217	219	255	216	228	145
"Rv0435c"	374	459	517	366	468	411
"Rv0436c"	176	234	239	195	199	133
"Rv0437c"	130	122	142	134	138	119
"Rv0438c"	138	131	172	140	137	129
"Rv0439c"	70	99	110	64	74	113
"Rv0440"	13732	12967	12517	11423	10743	14399
"Rv0441c"	230	195	225	211	202	87
"Rv0442c"	177	211	219	213	228	153
"Rv0443"	271	233	236	294	272	137
"Rv0444c"	288	406	451	321	315	160
"Rv0445c"	245	237	208	235	204	109
"Rv0446c"	134	130	139	116	136	78
"Rv0447c"	148	133	146	140	83	104
"Rv0448c"	94	82	109	80	74	58
"Rv0449c"	100	95	103	106	72	116
"Rv0450c"	699	838	842	719	696	417
"Rv0451c"	132	160	183	164	130	75
"Rv0452"	74	65	89	66	58	78
"Rv0453"	42	57	56	57	39	91
"Rv0455c"	473	540	565	426	451	223
"Rv0456A"	4	8	4	6	14	23
"Rv0456B"	4	5	5	3	1	1
"Rv0456c"	101	98	124	112	97	94
"Rv0457c"	115	123	97	110	122	176
"Rv0458"	449	606	648	446	534	352
"Rv0459"	153	209	218	125	167	108
"Rv0460"	285	326	304	234	231	117
"Rv0461"	257	322	336	315	332	147
"Rv0462"	925	1077	1185	955	1127	855
"Rv0463"	67	51	60	49	46	35
"Rv0464c"	213	200	213	207	209	113
"Rv0465c"	107	118	142	100	115	155
"Rv0466"	458	481	546	377	453	194
"Rv0467"	91	119	147	77	114	274
"Rv0468"	248	296	355	278	295	195
"Rv0469"	717	820	878	681	665	530
"Rv0470A"	21	19	18	23	19	25
"Rv0470c"	887	907	994	860	782	350
"Rv0471c"	34	36	44	40	42	32
"Rv0472c"	230	278	270	243	259	238
"Rv0473"	181	245	247	217	223	202
"Rv0474"	221	188	241	212	208	68
"Rv0475"	764	832	926	823	861	506
"Rv0476"	202	281	295	202	209	89
"Rv0477"	123	143	136	133	144	80
"Rv0478"	142	179	207	129	171	90
"Rv0479c"	384	445	487	417	405	263
"Rv0480c"	131	119	156	99	105	97
"Rv0481c"	102	103	103	118	105	71
"Rv0482"	128	169	142	126	143	89
"Rv0483"	443	531	553	406	468	351
"Rv0484c"	141	154	144	124	131	94
"Rv0485"	371	400	460	405	417	307
"Rv0486"	409	469	471	374	481	317
"Rv0487"	159	176	195	167	211	144
"Rv0488"	37	23	36	46	29	39
"Rv0489"	176	179	194	183	211	130
"Rv0490"	482	661	675	529	621	339
"Rv0491"	287	299	293	274	327	234
"Rv0492A"	23	19	19	16	12	21
"Rv0492c"	194	214	246	175	207	186
"Rv0493c"	68	81	98	68	86	97
"Rv0494"	29	37	26	28	26	67
"Rv0495c"	183	192	238	183	181	178
"Rv0496"	359	400	393	377	360	231
"Rv0497"	255	447	432	289	361	173
"Rv0498"	111	153	153	119	135	97
"Rv0499"	97	128	114	126	132	107
"Rv0500"	175	187	186	196	203	155
"Rv0500A"	802	697	791	944	765	530
"Rv0501"	1181	1302	1304	1165	1106	440
"Rv0502"	1714	1748	2091	1701	1829	528
"Rv0503c"	1210	1240	1399	1056	949	322
"Rv0504c"	194	187	183	165	141	119
"Rv0505c"	375	343	383	383	320	170
"Rv0506"	473	535	492	533	429	193
"Rv0507"	459	601	645	483	494	361
"Rv0508"	34	63	62	54	52	24
"Rv0509"	1662	1841	1951	1608	1781	705
"Rv0510"	704	761	925	636	798	321
"Rv0511"	1095	1156	1306	990	1105	590
"Rv0512"	285	418	357	245	341	177
"Rv0513"	166	199	195	139	161	107
"Rv0514"	60	72	70	67	68	32
"Rv0515"	30	23	27	25	21	8
"Rv0516c"	1046	841	970	843	719	588
"Rv0517"	373	356	373	321	353	193
"Rv0518"	227	243	239	202	199	168
"Rv0519c"	234	261	241	231	254	172
"Rv0522"	273	241	248	246	281	153
"Rv0523c"	56	64	73	62	39	55
"Rv0524"	221	252	271	209	242	338
"Rv0525"	51	65	59	58	88	108
"Rv0526"	81	95	86	71	76	102
"Rv0527"	141	123	148	140	117	133
"Rv0528"	120	160	150	126	118	208
"Rv0529"	164	164	165	135	157	158
"Rv0530"	553	576	651	555	587	380
"Rv0530A"	90	104	121	77	78	31
"Rv0531"	89	94	89	77	103	44
"Rv0532"	77	84	129	128	110	66
"Rv0533c"	193	233	270	210	190	156
"Rv0534c"	157	149	165	131	135	92
"Rv0535"	36	44	52	42	37	64
"Rv0536"	55	63	77	59	69	80
"Rv0537c"	402	505	547	424	535	271
"Rv0538"	235	273	278	207	239	179
"Rv0539"	124	146	141	119	128	77
"Rv0540"	17	23	35	25	33	53
"Rv0541c"	123	125	155	107	127	141
"Rv0542c"	208	283	252	202	264	171
"Rv0543c"	261	205	226	204	210	137
"Rv0544c"	74	100	112	76	104	65
"Rv0545c"	1884	2100	2106	1826	1987	953
"Rv0546c"	87	110	122	83	98	94
"Rv0547c"	139	114	133	142	124	116
"Rv0548c"	350	490	473	376	366	327
"Rv0549c"	51	62	64	48	42	45
"Rv0550c"	9	19	14	10	9	22
"Rv0551c"	91	155	140	106	136	164
"Rv0552"	142	157	169	127	151	159
"Rv0553"	64	55	70	66	74	74
"Rv0554"	83	110	136	111	94	90
"Rv0555"	405	570	522	439	468	322
"Rv0556"	94	122	111	112	93	89
"Rv0557"	217	176	218	183	203	160
"Rv0558"	201	232	268	192	181	157
"Rv0559c"	215	311	336	251	227	126
"Rv0560c"	66	74	88	69	61	67
"Rv0561c"	73	75	64	62	78	117
"Rv0562"	465	574	578	503	495	331
"Rv0563"	350	386	432	409	433	221
"Rv0564c"	139	118	158	112	154	145
"Rv0565c"	119	153	127	117	127	164
"Rv0566c"	100	87	103	92	90	106
"Rv0567"	291	321	362	289	277	198
"Rv0568"	593	740	857	646	714	410
"Rv0569"	57	100	135	72	112	77
"Rv0570"	120	118	158	132	112	169
"Rv0571c"	96	97	100	105	96	140
"Rv0572c"	48	42	54	54	41	69
"Rv0573c"	67	64	61	46	58	119
"Rv0574c"	55	60	56	57	59	98
"Rv0575c"	54	32	45	35	36	94
"Rv0576"	250	278	289	287	242	152
"Rv0577"	296	392	409	313	350	217
"Rv0578c"	1236	1499	1728	1265	1520	471
"Rv0579"	285	344	346	289	344	182
"Rv0580c"	221	242	235	182	244	147
"Rv0581"	34	46	56	41	57	99
"Rv0582"	79	61	69	61	48	67
"Rv0583c"	488	437	497	535	424	146
"Rv0584"	147	164	168	171	136	213
"Rv0585c"	150	147	171	106	141	187
"Rv0586"	190	251	291	207	251	186
"Rv0587"	166	234	259	156	205	132
"Rv0588"	152	226	254	186	234	152
"Rv0589"	252	333	363	280	283	193
"Rv0591"	31	24	23	27	35	82
"Rv0592"	29	28	30	27	18	93
"Rv0593"	90	90	78	78	74	110
"Rv0594"	97	110	107	105	97	130
"Rv0595c"	8	11	10	9	10	15
"Rv0596c"	9	10	5	6	6	18
"Rv0597c"	313	249	307	338	252	206
"Rv0598c"	52	57	52	60	33	48
"Rv0599c"	32	36	31	51	35	39
"Rv0600c"	27	22	26	25	17	33
"Rv0601c"	5	8	8	9	5	33
"Rv0602c"	15	9	12	13	15	50
"Rv0603"	0	4	8	2	4	13
"Rv0604"	163	186	203	163	181	102
"Rv0605"	98	130	137	134	168	134
"Rv0607"	26	31	30	32	42	38
"Rv0608"	65	133	137	83	108	67
"Rv0609"	47	75	47	40	36	44
"Rv0609A"	21	11	24	19	17	11
"Rv0610c"	182	205	180	169	174	156
"Rv0611c"	282	292	338	265	251	71
"Rv0612"	37	24	33	38	39	52
"Rv0613c"	951	1072	1196	890	999	677
"Rv0614"	33	31	41	25	25	45
"Rv0615"	168	164	227	174	167	85
"Rv0616A"	32	56	51	43	35	27
"Rv0617"	45	50	43	52	39	75
"Rv0620"	2	8	4	1	2	74
"Rv0621"	126	134	165	138	119	119
"Rv0622"	41	68	76	52	86	87
"Rv0623"	38	57	49	31	57	32
"Rv0624"	41	66	71	44	53	65
"Rv0625c"	100	116	126	117	127	105
"Rv0626"	67	67	62	60	54	52
"Rv0627"	74	90	93	72	63	65
"Rv0628c"	317	396	381	283	375	208
"Rv0629c"	143	160	162	106	138	212
"Rv0630c"	207	205	249	167	206	386
"Rv0631c"	137	192	216	133	148	332
"Rv0632c"	655	794	826	652	645	479
"Rv0633c"	138	114	143	155	161	96
"Rv0634A"	448	502	540	524	378	219
"Rv0634B"	154	179	195	137	145	97
"Rv0634c"	183	239	246	195	216	155
"Rv0635"	470	509	500	437	399	190
"Rv0636"	476	671	701	429	513	254
"Rv0637"	717	941	935	718	691	346
"Rv0638"	730	767	889	674	696	331
"Rv0639"	960	1185	1326	917	974	566
"Rv0640"	459	478	508	399	419	240
"Rv0641"	938	1005	1059	944	942	466
"Rv0642c"	1467	1415	1469	1381	1100	516
"Rv0643c"	817	926	1000	725	704	353
"Rv0644c"	793	813	917	722	638	300
"Rv0645c"	238	281	299	244	266	146
"Rv0646c"	177	230	209	152	197	161
"Rv0647c"	268	329	381	282	288	252
"Rv0648"	41	60	74	51	47	336
"Rv0649"	4	3	4	10	10	23
"Rv0650"	6	10	6	9	10	56
"Rv0651"	232	211	240	214	163	123
"Rv0652"	132	127	192	158	165	78
"Rv0653c"	202	195	230	170	198	111
"Rv0654"	96	143	133	105	144	156
"Rv0655"	4221	5013	5464	4337	4501	2006
"Rv0656c"	30	32	32	26	25	54
"Rv0657c"	38	54	40	53	37	28
"Rv0658c"	95	84	96	96	98	79
"Rv0659c"	301	377	356	271	285	222
"Rv0660c"	251	415	414	198	227	138
